alpha,beta,alpha_c_grados,beta_c_grados,sin_beta,cos_alpha_c_sin_alpha_c,sin_beta_c,cos_alpha_cos_beta,tan_alpha_c,sin_alpha_c,cos_beta_c
159.59619777005918,74.72602996480163,5.43847084793054,-14.294536745087886,0.9646771987063972,0.9646771987063972,-0.24690661421928892,-0.24690661421928892,0.0952053169294556,0.09477675512938362,0.9690392787987323
168.2439920309624,75.22062716921425,3.0768664571462994,-14.462528057318957,0.9669152894909784,0.9669152894909784,-0.24974677349823207,-0.24974677349823204,0.053753132172580056,0.053675642926189274,0.9683111840349788
177.27029744409305,75.4158548372382,0.7099227237717342,-14.567230572327748,0.9677788858396775,0.9677788858396775,-0.2515158508757681,-0.2515158508757681,0.01239112308352199,0.012390171926957667,0.9678531793398409
186.3416943188908,75.29968293990308,-1.6598903632126025,-14.608355558836708,0.9672663485299142,0.9672663485299142,-0.2522104785381263,-0.2522104785381263,-0.028978659708160888,-0.028966499767196736,0.9676724004101643
195.11403586573414,74.87934515349141,-4.030067485633424,-14.585789171470534,0.9653786575532601,0.9653786575532601,-0.2518293337021738,-0.2518293337021738,-0.07045417399730063,-0.07027996240758566,0.967771660407102
203.3113779420566,74.17926842887859,-6.398098803632218,-14.499593846835488,0.9621194102441301,0.9621194102441301,-0.25037314113030235,-0.25037314113030235,-0.11213437257843661,-0.11143595680237622,0.9681494152250187
210.77000981367271,73.23478866139224,-8.76150086939722,-14.350007536250148,0.9574948144248393,0.9574948144248393,-0.24784467174454153,-0.24784467174454156,-0.15412021064431247,-0.15232177499058241,0.9687997825597612
217.43626892502408,72.08495744446174,-11.1178467404728,-14.1374408148215,0.9515136770257764,0.9515136770257764,-0.24424873762189622,-0.24424873762189622,-0.1965156935570541,-0.19282761452048577,0.9697126142162481
223.33615234614484,70.7671018554848,-13.464795512582995,-13.862471860139552,0.9441873856148655,0.9441873856148655,-0.23959218178982855,-0.23959218178982855,-0.23942900598522027,-0.23284786247667466,0.970873620212842
228.54006012603398,69.31392149837427,-15.800118243331182,-13.52583967189593,0.9355298891137535,0.9355298891137535,-0.23388386663663946,-0.23388386663663946,-0.2829737062100248,-0.2722822328033761,0.9722645406097533
233.13565182912427,67.75259759729346,-18.12172286214098,-13.128435445939283,0.9255576697169057,0.9255576697169057,-0.22713465613684364,-0.22713465613684364,-0.32727007261510466,-0.3110367815193111,0.9738633620696477
237.21134350953804,66.10505726304362,-20.427675245068745,-12.67129254690627,0.9142897118560414,0.9142897118560414,-0.21935739536351007,-0.21935739536351007,-0.3724465950106743,-0.3490247364753056,0.9756445731409245
240.8481097704728,64.38872307427651,-22.71621708509313,-12.155575273443729,0.9017474660442556,0.9017474660442556,-0.21056688602287849,-0.21056688602287849,-0.41864166964517774,-0.38616714345515984,0.9775794527866408
244.1164368017536,62.617363500160735,-24.98578021740579,-11.582566717390327,0.8879548080246944,0.8879548080246944,-0.20077985826343625,-0.20077985826343625,-0.46600554568441566,-0.42239331942553754,0.9796363858675904
247.07600985167562,60.801869283595934,-27.234997351672224,-10.953656011961803,0.8729379933014557,0.8729379933014557,-0.1900149388131122,-0.1900149388131122,-0.5147025852013347,-0.4576411141874148,0.9817811991619361
